Description,6 RIBBONS RUSTIC CHARM,60 TEATIME FAIRY CAKE CASES,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED ,ANTIQUE SILVER T-LIGHT GLASS,ASSORTED COLOUR BIRD ORNAMENT,BAKING SET 9 PIECE RETROSPOT ,CHARLOTTE BAG SUKI DESIGN,CHOCOLATE HOT WATER BOTTLE,CLOTHES PEGS RETROSPOT PACK 24 ,COOK WITH WINE METAL SIGN ,DOLLY GIRL LUNCH BOX,DOORMAT KEEP CALM AND COME IN,DOORMAT RED RETROSPOT,GARDENERS KNEELING PAD CUP OF TEA ,GARDENERS KNEELING PAD KEEP CALM ,GIN + TONIC DIET METAL SIGN,GINGERBREAD MAN COOKIE CUTTER,GREEN REGENCY TEACUP AND SAUCER,GUMBALL COAT RACK,HAND OVER THE CHOCOLATE   SIGN ,HAND WARMER OWL DESIGN,HANGING HEART JAR T-LIGHT HOLDER,HEART OF WICKER LARGE,HEART OF WICKER SMALL,HOME BUILDING BLOCK WORD,HOT WATER BOTTLE KEEP CALM,IVORY KITCHEN SCALES,JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG 50'S CHRISTMAS ,JUMBO BAG ALPHABET,JUMBO BAG APPLES,JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY,JUMBO BAG VINTAGE DOILY ,JUMBO BAG VINTAGE LEAF,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,LOVE BUILDING BLOCK WORD,LUNCH BAG  BLACK SKULL.,LUNCH BAG ALPHABET DESIGN,LUNCH BAG APPLE DESIGN,LUNCH BAG CARS BLUE,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG SUKI DESIGN ,LUNCH BAG VINTAGE DOILY ,LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG WOODLAND,NATURAL SLATE HEART CHALKBOARD ,PACK OF 20 NAPKINS PANTRY DESIGN,PACK OF 60 DINOSAUR CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,PAPER BUNTING RETROSPOT,PAPER CHAIN KIT 50'S CHRISTMAS ,PAPER CHAIN KIT VINTAGE CHRISTMAS,PARTY BUNTING,PINK CREAM FELT CRAFT TRINKET BOX ,PINK REGENCY TEACUP AND SAUCER,PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN WOODLAND ANIMALS,PLEASE ONE PERSON METAL SIGN,POPCORN HOLDER,POSTAGE,RABBIT NIGHT LIGHT,RECIPE BOX PANTRY YELLOW DESIGN,RED  HARMONICA IN BOX ,RED HANGING HEART T-LIGHT HOLDER,RED RETROSPOT CHARLOTTE BAG,REGENCY CAKESTAND 3 TIER,RETROSPOT HEART HOT WATER BOTTLE,RETROSPOT TEA SET CERAMIC 11 PC ,REX CASH+CARRY JUMBO SHOPPER,ROSES REGENCY TEACUP AND SAUCER ,ROUND SNACK BOXES SET OF4 WOODLAND ,SCOTTIE DOG HOT WATER BOTTLE,SET OF 3 CAKE TINS PANTRY DESIGN ,SET OF 3 REGENCY CAKE TINS,SET OF 4 PANTRY JELLY MOULDS,SET OF 6 SPICE TINS PANTRY DESIGN,SET/20 RED RETROSPOT PAPER NAPKINS ,SET/5 RED RETROSPOT LID GLASS BOWLS,SMALL WHITE HEART OF WICKER,SPACEBOY LUNCH BOX ,SPOTTY BUNTING,VICTORIAN GLASS HANGING T-LIGHT,VINTAGE SNAP CARDS,WHITE HANGING HEART T-LIGHT HOLDER,WOOD BLACK BOARD ANT WHITE FINISH,WOODEN FRAME ANTIQUE WHITE ,WOODEN PICTURE FRAME WHITE FINISH,WOODLAND CHARLOTTE BAG
HEART OF WICKER SMALL,0.02325154444324031,0.009428431071078916,0.0025549036309853858,0.293615668806182,0.0029687043991606936,0.020064268629665684,0.018289592569075534,0.6475946898872479,0.014422119227950263,0.026166539279782155,0.015128368667478277,0.6804604355658542,0.0041665314469843335,0.07939926535424618,0.15885586231400697,0.02547102333824424,0.02725649259867293,0.28286335522440853,0.01960502053499498,0.021900296893946767,0.038897935223216024,0.03725992880665271,0.019453216691604713,0.03937035914385504,0.9893895402557266,0.9999999999999997,0.027062144849357525,0.014263497003837939,0.01950455822891427,0.01688155030893282,0.4562340566978831,0.011589396235025785,0.017260449911696413,0.01295037210259956,0.013375274588850615,0.006037975328122066,0.013567055187304583,0.007594935881022643,0.006273768642210863,0.009341422365242765,0.015257305205747532,0.01164027014844441,0.0075640091732761625,0.20348329067628243,0.017702606279486617,0.011230947768415014,0.01250712175760621,0.014230116186614052,0.011572040332189708,0.01935046181199663,0.015261683129005325,0.00971083488261876,0.013059861574996045,0.020558392016440837,0.014483007194340914,0.008768076846470456,0.047559620192751215,0.03265456089290424,0.00794783398474784,0.005013539898470767,0.008629646434646941,0.0080205217977014,0.021928430668029804,0.021900460305508043,0.035636647539030265,0.008076080416691087,0.02084399603831711,0.0016477397699253737,0.002671672740056947,0.6367418354645791,0.004206152332721418,0.0005765587481764026,0.002234734521446891,0.581785129097623,0.0012714164841620581,0.9646565413967497,0.012013114976979208,0.022559493307281537,0.8192109729649155,0.01569124587166086,0.010477616142959157,0.016987316258298146,0.000879137693153089,0.7360889523208288,0.8220562323296453,0.011455473669771165,0.400660268277909,0.8805746733021957,0.00806798068622262,0.017943410345825243,0.08477497176869292,0.00399294861962247,0.30914543619083557,0.0354319590202099,0.013613454626179982,0.627791891442429,0.07360718800882958,0.027153365366427283,0.07544978424462725,0.012202579452952623
HOME BUILDING BLOCK WORD,0.13650833809449653,0.05872310570358811,0.0639676920968491,0.039810562129513935,0.060144966913811236,0.06776148934073253,0.13537045933705424,0.10551071600184973,0.09537663315152979,0.120925049630385,0.07040277934629698,0.06657008010540133,0.02043105207594162,0.04103759294585798,0.04073688646347272,0.08309046256520389,0.09769353804226817,0.028316235962191433,0.09929424550643662,0.1387663165346845,0.07673934345480285,0.05732549966024962,0.06466477662413136,0.18026759887364158,0.016829226229580954,0.027062144849357525,0.9999999999999999,0.07972838571901704,0.16180965898016564,0.06639696907707132,0.11895962395423984,0.10708250903227659,0.08766803538909788,0.05030894023748444,0.0565386068962829,0.07959590540549412,0.13454860455139253,0.08243819103694382,0.04584557267535185,0.11783008332433739,0.12192653901873263,0.22228051051273956,0.18182295583873903,0.7300242344433202,0.16670271066701706,0.05356302742335446,0.11815331109293974,0.1576895567438445,0.05336725439068064,0.1313135413791308,0.14423425222960423,0.08351271278360022,0.12124215203460423,0.13168168838335015,0.15540379150521208,0.0620020034203475,0.12491743993573443,0.13871737273028473,0.036644248623950985,0.028151487592025848,0.055521476008601724,0.028071368587076997,0.12150007416389513,0.16787670252946782,0.1574370897871249,0.03522841399356076,0.13898722735827604,0.01940975887123977,0.015032683755994732,0.08501898251232001,0.043242378839209214,0.03917389419517249,0.011923245822612847,0.06737740141441756,0.008651176998041235,0.032309893118819016,0.03659677427238229,0.11669324738727732,0.10640827334458737,0.1516571231265627,0.0697709980615592,0.09477489013427844,0.008992181230920599,0.08798248551951424,0.07460178624807284,0.06544557195328077,0.07639383933156081,0.04505177024133992,0.1068821446805957,0.10118663678575188,0.08741837848962553,0.02048358066632871,0.2181705500030351,0.11286670243926948,0.06899488028538611,0.07977196106278366,0.04095331737942591,0.1669078765863076,0.12114568363358941,0.03257443907680246
HOT WATER BOTTLE KEEP CALM,0.3818430314492725,0.03729520870911773,0.016234546004233907,0.03827928633738622,0.12287045310384617,0.028228128732265052,0.06216732602652576,0.02876027632044567,0.029996568227896668,0.19760398668057066,0.03342034868057987,0.3117698388027675,0.010103696739835525,0.23700137711307884,0.015530975172299009,0.06046662644776031,0.12178684338838658,0.011972077027013639,0.2144381250461919,0.6507899487701267,0.013047997316966228,0.0195173025261234,0.08059155579679377,0.059171353777306784,0.006876973088011742,0.014263497003837939,0.07972838571901704,1.0,0.04271271886240525,0.044293360907310446,0.3051981932109696,0.03096286006838282,0.0969177908323903,0.023418010718632455,0.05140561316426093,0.032075977446223425,0.2084016558896818,0.08368334474528748,0.024183925527926538,0.4422443372241006,0.1822962772557575,0.08154190085691795,0.0677791038139077,0.07750140899641318,0.061155539797787616,0.043773066160948074,0.49307833730106454,0.06262696257228154,0.03460562131885142,0.05539348567121,0.05929634365272614,0.04089054060972429,0.04696163941087898,0.07793635693727073,0.39060981599161965,0.02419975273841315,0.05916400882665073,0.074720043738179,0.025124177323765887,0.33751008361196866,0.10688447206936127,0.014039612315889932,0.06824807470058569,0.08772675051561282,0.08696652275815718,0.027474528954919565,0.62651170203291,0.052413216374888355,0.007644178977290717,0.03020369231684493,0.025105102520013856,0.0067926173797428335,0.00669679362911298,0.033124707961488906,0.0069191128144220635,0.02197833671271431,0.02045048635669877,0.1911260799133032,0.07560453758437767,0.026162668330532733,0.02967149968221279,0.39879183106510324,0.0029753820122590006,0.07847761701488687,0.030132863598705234,0.279025077324933,0.32591561681385844,0.020875710496201086,0.0665902279646828,0.0381883770590058,0.04515667260485865,0.13715069744116776,0.13738359279199455,0.034727901247782654,0.026309926011927585,0.034657873913136725,0.01424496469170499,0.11288191561138111,0.18488462035875652,0.017503767241208737
IVORY KITCHEN SCALES,0.2619946429930678,0.21577953486328158,0.04591760230153577,0.06532403504000403,0.08156210855135801,0.034588379027256096,0.04902091276450075,0.1226174686701972,0.2845786458823592,0.12708354029857744,0.3024059310922051,0.14968806047165714,0.4133737111525915,0.057364814539401954,0.05826248684190748,0.08561470419410613,0.05156772774526527,0.011527876899003656,0.4020173552585752,0.22135188901627173,0.3668392904403098,0.1316818183427422,0.13907678944616916,0.19000480274982912,0.009505114690930325,0.01950455822891427,0.16180965898016564,0.04271271886240525,0.9999999999999999,0.3591751150767248,0.33300373841829933,0.10660239157943872,0.21184276327249837,0.12647333105080588,0.12593884715862427,0.13490832142550663,0.17604662672342658,0.17352560524031857,0.113906255682809,0.09272552397914208,0.06833153706383457,0.14144511902759102,0.13318748365560734,0.17354580433908506,0.2022655594893039,0.26880268295122073,0.29955357580194825,0.29466463592372827,0.29505039788969956,0.370517250132899,0.3286056570616054,0.36386004808437067,0.2892692342850299,0.2808002286657742,0.09436072441918097,0.3802337077669488,0.07590826170830843,0.3479046408699936,0.1630638033778104,0.06450026373438497,0.32719752726731544,0.033883909564338476,0.14252765140580656,0.1769904535836483,0.13819184961344075,0.2358565039592945,0.20973158137042788,0.39653947655130245,0.38952543301058423,0.16110083840832456,0.03327965651700991,0.15911321774881262,0.3063982183372519,0.15783616873022702,0.029274844652034254,0.03175551623907769,0.36876285389456576,0.16987896083759318,0.2112656575727762,0.09309976523355581,0.02594693757305667,0.16992805717661685,0.3953381484643864,0.13303925520823365,0.11252591274479393,0.2504171611352143,0.2112066882703306,0.05435063541557032,0.16094251783647961,0.21437009780023072,0.05301896030917992,0.3916371828980914,0.1775558674002746,0.04177650186425764,0.1304983148014965,0.08006680163123073,0.018781713054743427,0.07272688565413178,0.0634179539583771,0.39115787698889415
JAM MAKING SET PRINTED,0.2590204757122112,0.3434807610167157,0.02691888840653813,0.07363328315396762,0.20307688072343516,0.04860091775507878,0.05761319334347961,0.0930437891823398,0.24345758615284036,0.21749813483904798,0.2991928928308725,0.35823756777788895,0.3588435469532255,0.015703671571228487,0.062365002354619906,0.03862838838655183,0.12106280928684972,0.007971920764051925,0.3200481967506254,0.18489662218051284,0.2150278462234966,0.5100594539443294,0.07959083709005543,0.23813889102493743,0.005519634845024149,0.01688155030893282,0.06639696907707132,0.044293360907310446,0.3591751150767248,0.9999999999999998,0.34921536903502154,0.145488230035195,0.19927117202176706,0.09173345482123618,0.0975304484394848,0.276951731921207,0.247844970411024,0.2557678571679134,0.24270813215757248,0.11024512237968997,0.0662005348793278,0.09494910838530696,0.3092009070599094,0.06968472566277438,0.18210373673890456,0.251439083375447,0.3720447476239051,0.24982383269640815,0.3211020388686972,0.3935962445940312,0.3089858730771998,0.3134190753567344,0.24583616334865127,0.2661281998872014,0.07522082270079775,0.32740427110612835,0.32159287768459843,0.3925265820510004,0.20305110499398432,0.19206567464543342,0.34732820892114374,0.034465308332765156,0.11621620428691132,0.16801654137450966,0.13816278162293646,0.2035581658156648,0.15660994373809428,0.39674415241359473,0.3636386598066369,0.42994317623966505,0.03797771158055747,0.18033860219175443,0.2796828153811925,0.2389903289354075,0.05198985326448409,0.035464192380576666,0.30902885573828554,0.21563305549095835,0.24260986660851422,0.18546062639716898,0.023621687156755257,0.2128599048208972,0.32377016279418375,0.15227671059778686,0.2180678836246056,0.296243868400639,0.2738825032373052,0.10356396152171482,0.15197893519905434,0.2991672997002849,0.07536267958072324,0.33847091547465025,0.30433951782132707,0.06993712628031307,0.14976485702320355,0.061026143885378775,0.005327610099093806,0.033756227454591795,0.02052653412465684,0.32174913106914355
JAM MAKING SET WITH JARS,0.3205886223211275,0.25677409274411345,0.03810017776493401,0.22386108937982066,0.13766725748012346,0.05069438752754922,0.06999885552412878,0.5094792422587594,0.18302355298717063,0.277133468162596,0.5228993212737943,0.6245620207382174,0.3695117099853837,0.19445303268637218,0.31963977552737505,0.05578023272487487,0.06636281437167738,0.1397982018842274,0.3756345590007135,0.47170590304457183,0.37235484184387824,0.06793458824419334,0.09347087935434394,0.2604478771691599,0.447124531707964,0.4562340566978831,0.11895962395423984,0.3051981932109696,0.33300373841829933,0.34921536903502154,0.9999999999999993,0.03535618025152859,0.14356844346057704,0.10509565860327055,0.09984949985029766,0.051225242564648124,0.18549347973697078,0.1123988645383287,0.036961566768378695,0.22112623975635132,0.130190061431451,0.08119291943421444,0.03375829898508672,0.20212713339854632,0.1669892053006416,0.2632010122909831,0.38217211228700454,0.23791603331583203,0.37831964755778347,0.27638485643471483,0.2828690093597112,0.29428165973759646,0.18476849628390196,0.2675253503617663,0.24229540299159186,0.27188454453402305,0.11837881061985295,0.39955216930483395,0.1567027615740249,0.23124559353932175,0.3205090690706513,0.04846502739767897,0.1269142252026842,0.23253521061019905,0.1743686531849869,0.13837050627349823,0.4567268099115943,0.3150865288468032,0.23486470490523703,0.40530721716279267,0.046073830623151374,0.08302555364700016,0.22757962481925034,0.6573563762308279,0.07721316360166236,0.47045006180484833,0.21329233422583826,0.4930999618141141,0.6209893546666769,0.2032047193851185,0.007653655330802473,0.4052463805574307,0.24259589277007182,0.5265354682701693,0.6160949334681645,0.35526411000640523,0.7375284733759271,0.587502437013977,0.15286325640810117,0.37908060900963925,0.14894819310197688,0.3950187155071993,0.480637842853732,0.05490909891599978,0.2727647491325767,0.35434781332539217,0.13864817667004814,0.06727782293069283,0.20408387906982137,0.2920063888337227
JUMBO  BAG BAROQUE BLACK WHITE,0.0601328727441853,0.08461000145206458,0.01166994549591333,0.004442206754348198,0.00875443808187333,0.009189804709015795,0.02533239702766917,0.015444081580735333,0.356109022931959,0.06461972876807102,0.043051469540646856,0.13335569314648846,0.04587777013783311,0.017242803218424155,0.07257932640357459,0.1745792564086262,0.14763130434085997,0.025950943585755466,0.055622800549922864,0.02670470934213808,0.08002744569106321,0.21531603192905177,0.027728827535665662,0.23034689120926982,0.0063297066690731355,0.011589396235025785,0.10708250903227659,0.03096286006838282,0.10660239157943872,0.145488230035195,0.03535618025152859,1.0,0.35476021916952755,0.6844913109784586,0.7064256379487663,0.7165427685586514,0.7027318177842709,0.7502533114457942,0.73395198138665,0.2431692453052191,0.343673918273103,0.49770831635068785,0.5066110504224002,0.07568027491173879,0.37071624288578203,0.11872926281972829,0.27722823129058516,0.2768224107843954,0.03866791184562337,0.3110029521333559,0.34645352977326477,0.09515013546045704,0.2584968793581295,0.14812943610870735,0.2642486525317473,0.15691500321478657,0.04182244678670617,0.05337596940047654,0.023074254991945778,0.009376485840530184,0.10492636668806947,0.04879069976049863,0.04757696215438641,0.06532076640743822,0.2474598523153391,0.08479313036215576,0.02365545905679081,0.04800858026021811,0.051227191022306565,0.23391667054047144,0.019144306975461586,0.013727727887263943,0.04121864858165032,0.03327075778295382,0.0018451451110974273,0.07287810766365119,0.18633453499341965,0.038079765598339796,0.03461632195224454,0.05762243526744864,0.014375745510580872,0.018584720200998096,0.05178520110368252,0.018833147676123145,0.019561747924038725,0.03212166528555474,0.12085450714168533,0.011642835843559192,0.20875612313008746,0.1795366235774284,0.038437309538565056,0.04749928012719064,0.09237080881316723,0.02872125737448269,0.007572908460189678,0.08183038860311931,0.02418517596967526,0.16229044003583998,0.08588453465842774,0.10498200496861222
JUMBO BAG 50'S CHRISTMAS ,0.3781613677982148,0.21898555768414685,0.01820297174305919,0.00807508821459332,0.013654102377147646,0.03274956703839785,0.10922276027432648,0.035484564843540296,0.4815202790556665,0.07369229616010865,0.26500865583828903,0.02586198883880459,0.4239945599989284,0.028781094885336304,0.0676496430946217,0.289015531394343,0.3511590848794929,0.013335186587590496,0.37911146022677933,0.06645186073676625,0.2835982619547531,0.03219477098423788,0.10683193130847922,0.26423969024709687,0.01068329830157999,0.017260449911696413,0.08766803538909788,0.0969177908323903,0.21184276327249837,0.19927117202176706,0.14356844346057704,0.35476021916952755,0.9999999999999998,0.38615194481223347,0.4502267362833249,0.29071527061150754,0.4003665936017751,0.3770113279754217,0.2295901736057026,0.46660576039178264,0.6200064853124884,0.5595246842641004,0.3908603568829495,0.07081243979663618,0.39922699469723044,0.3879277797934122,0.45121596708717604,0.39319766275147194,0.28160965974731633,0.524949032849354,0.4902004791504952,0.4821957303724397,0.45862771362250987,0.5270256321990952,0.4103668061814457,0.41804579310591916,0.04960287783885804,0.2717439916484304,0.15814230522352482,0.046768226867164864,0.3819288186739598,0.06203561756047045,0.25060552201689695,0.2698033236259992,0.24911204967594713,0.24085492682264306,0.05441813730745946,0.41822818106033055,0.42370830717861624,0.07166472311514481,0.045590553643104825,0.1270601895235037,0.3488785231525747,0.060010983280472066,0.01773661758900562,0.06676903886658515,0.49921544892758557,0.12854418078515628,0.16937361891755093,0.029799601392118236,0.027798685605150593,0.061541495105320546,0.4371503064413559,0.03517684688370212,0.057773945662969305,0.20801990342107388,0.3237340223621725,0.04368750086147701,0.3927456618208258,0.22057610965882354,0.05755424817084774,0.4305652653248783,0.3110413536641341,0.028826123232737037,0.02454701622633132,0.10752338853151318,0.03604709315507597,0.11511561108158452,0.06184449070953859,0.44263870032916824
JUMBO BAG ALPHABET,0.12353430491898075,0.11640779848034656,0.023486035535499425,0.011900978868928243,0.017735041413060388,0.02189208323385909,0.3148740628204172,0.04156970374508886,0.30973438244949525,0.04957022256229046,0.12608688661351347,0.01401626442584465,0.19494516942441945,0.009470114559119135,0.02526208395908765,0.1472542733171514,0.11945718310253442,0.006583383071509084,0.1617871573184821,0.07674524135879075,0.14134427800888305,0.012116116566523717,0.07331188668438055,0.22336228199076535,0.006746364631943047,0.01295037210259956,0.05030894023748444,0.023418010718632455,0.12647333105080588,0.09173345482123618,0.10509565860327055,0.6844913109784586,0.38615194481223347,1.0,0.865610449884111,0.7050799255967836,0.6520058626603515,0.6822413791859159,0.712990614909628,0.37273367936162294,0.3555219844619242,0.3487994538392647,0.21640567294766289,0.03219815719300765,0.23264845137160922,0.43873511776823304,0.26313932952732233,0.18599983998790476,0.17709710104157977,0.28190816839433896,0.2669416411325288,0.21224844159440098,0.24895624372474529,0.25366556309897026,0.22905793191991697,0.23075206993905306,0.061625682785639485,0.1679051928416277,0.0684803869957564,0.02539917404441865,0.18276864414451638,0.057412734368771215,0.06048092043455558,0.07200510144351842,0.1546767328490808,0.24756503580155,0.0765604972178146,0.18412512895766686,0.17882646282036882,0.04424325825884295,0.1234132837601731,0.04697326747782085,0.20433066216174284,0.045873589035922174,0.036060002858296074,0.04450589783740258,0.2305590288946945,0.07564080957537873,0.06209886946905477,0.11790099146452471,0.010923570539582421,0.05682298012495351,0.18784468783479225,0.0208335936583687,0.06099719443300038,0.11433879136424731,0.18997779134862405,0.042531753544141106,0.14475127560586193,0.1398973603022664,0.024139897624813375,0.19041930300393933,0.07658427157397199,0.023744628530699835,0.035131269680395094,0.0443250631166454,0.01592003108642657,0.07880257926999343,0.0480071307512034,0.19772181426771318
JUMBO BAG APPLES,0.1613779807423863,0.12480982760356964,0.017133073903889916,0.009253733925898375,0.01823331980247523,0.020447503417801355,0.03749579526017881,0.023627886771220512,0.3219934945193033,0.04266566951482023,0.13879083805207565,0.027831921603970158,0.21280639244564298,0.05375983699960905,0.06661218028243539,0.1729251275038556,0.1489477506514151,0.006950081114716639,0.18676184506387655,0.07060458070712264,0.16185570410310346,0.026742036214744216,0.05703594195415471,0.20346167541642918,0.006593039149732527,0.013375274588850615,0.0565386068962829,0.05140561316426093,0.12593884715862427,0.0975304484394848,0.09984949985029766,0.7064256379487663,0.4502267362833249,0.865610449884111,1.0,0.7549062855594427,0.7260394880202423,0.76132328521751,0.750484737206821,0.39264499608618075,0.4854512661487791,0.40650555123462073,0.27224709732184205,0.04243970909672416,0.294596425228197,0.22107411302200475,0.34338721775764514,0.25412039967847944,0.15225632178454102,0.3355083682438035,0.32772033357231695,0.24371555248010637,0.31317584089220507,0.32235980716469403,0.30895356116230166,0.2775635404907308,0.032979742770361954,0.13342958042486658,0.07795533512741863,0.03896560302360737,0.21028866958542938,0.04917466334781829,0.07653436446435909,0.06266276232332091,0.17894836556193078,0.12073583514998354,0.06381245021769315,0.21587279819753363,0.21605723126328452,0.04270478945994999,0.012796294504655433,0.08075718821926846,0.18741239204779825,0.03856227687686531,0.0035401054311615778,0.04046525431891324,0.2624118098273245,0.07470076426452771,0.07723127798735542,0.034441746254391684,0.011430442201901803,0.05579717674563531,0.22187925806168518,0.023462689098507794,0.02993585330488146,0.12118386047507525,0.1908106200234313,0.01443588474894863,0.17191930722013016,0.15886241166969936,0.04144554518019888,0.2184329280574081,0.09721240759407342,0.019830733530514948,0.018304798459379927,0.047054305588837476,0.05514087069440293,0.0686167679970932,0.07990621461065253,0.23290973703907736
JUMBO BAG PINK POLKADOT,0.14479838615798693,0.08658894952210272,0.013124555080628968,0.011432562376139254,0.0076325862118934275,0.01594995834034793,0.04124086969157962,0.02844345841136703,0.27017755018811823,0.03985602656785529,0.08005648570468019,0.16053364048179314,0.1405352571977247,0.0073945871930217455,0.029060417737171437,0.10500030096339077,0.10671282810410977,0.012878465067454884,0.11960798449299506,0.02326813535419348,0.11345680513913796,0.3128902824335134,0.1761045708246314,0.16086628721157648,0.002867404454287437,0.006037975328122066,0.07959590540549412,0.032075977446223425,0.13490832142550663,0.276951731921207,0.051225242564648124,0.7165427685586514,0.29071527061150754,0.7050799255967836,0.7549062855594427,1.0,0.7707481962973295,0.8954992342024429,0.9222442232366932,0.32307148892412085,0.3042650844147755,0.41249509734678425,0.514695112098216,0.05352139674873732,0.2660642991947641,0.15322497492163878,0.31646833556280707,0.22059839569844847,0.10819840265773617,0.33659782470131383,0.27465319131431476,0.19549258792024019,0.2516523731858663,0.20916227490141537,0.19554361681135415,0.19843144351999062,0.027479746324470443,0.11413415579444822,0.05425026106543973,0.018690879594740625,0.13667063279073802,0.027729391634268068,0.06698751795830321,0.08487466460345526,0.1761847583524413,0.07316124556604947,0.021897711975029155,0.1519707368844039,0.15051036940441562,0.2739264062985385,0.021502037126522995,0.05192774747000796,0.13788938653335045,0.05588339740625612,0.007201230651632645,0.019587382671390353,0.17974557316232154,0.043862104088072604,0.059361271148625896,0.04598699115473073,0.007516094883185274,0.02162822986883485,0.14761214752897758,0.010615350897335403,0.025703019767706982,0.06952650720361156,0.10795601526253437,0.026408618378000195,0.1916733845159564,0.07393508398325419,0.02891009621028124,0.14546410866286752,0.14122851934561984,0.036743551838929786,0.00642266594277169,0.039284264775509115,0.018332282065265118,0.05533448628680078,0.08985827020716297,0.16762531054357532
JUMBO BAG PINK VINTAGE PAISLEY,0.2997700685760317,0.1289288024139853,0.013599180009943508,0.017226073896930066,0.037051385481728795,0.013080687709924436,0.06227139645208141,0.040424176279956675,0.3456955985313853,0.024082251970340564,0.142140582352613,0.18495949765026795,0.27574326768177515,0.10371138160072318,0.10461681749217969,0.14208487973734124,0.1458007170485679,0.02520063925690827,0.23624191491900004,0.19488599727635503,0.20489243301037266,0.24730082452067656,0.05473032849833499,0.23633233075120297,0.0083849338805396,0.013567055187304583,0.13454860455139253,0.2084016558896818,0.17604662672342658,0.247844970411024,0.18549347973697078,0.7027318177842709,0.4003665936017751,0.6520058626603515,0.7260394880202423,0.7707481962973295,1.0000000000000002,0.7882984198618044,0.7475499588335334,0.46483831131490877,0.4558201194744156,0.6257748247104203,0.561922816458498,0.08288302869012731,0.37041501793543075,0.249337482761149,0.5150988710163993,0.32529241366861106,0.2380338161486285,0.4106097139393594,0.3892397547942026,0.3401665369947371,0.35008819888313636,0.32761006261332515,0.31771533101760563,0.31455098866717135,0.05920032615948146,0.16906838236499688,0.09741426348055465,0.10745889774917146,0.2499358442819372,0.04937639918694787,0.08645343692678177,0.12139418776318836,0.17024122795900415,0.13766714842329822,0.1960946977885522,0.273942542670085,0.25050629984488343,0.2069697187139704,0.029843042269069343,0.07126372942428309,0.22384240214041032,0.07419198642444788,0.02832336636232274,0.029698974780429762,0.2906290455023348,0.11005774588652469,0.10040581419218739,0.1291229131416114,0.009305771797845953,0.12732810502267083,0.26907391441572814,0.043173003797523764,0.07730244950358489,0.202093787758169,0.24745915899341533,0.07713884730059949,0.27411400988477247,0.07741224418118513,0.09580496143931669,0.3040587099463681,0.21352799281050072,0.05032728203557471,0.010171967043460038,0.061416614952255574,0.0876448867726847,0.06033229103804413,0.12161393199773435,0.2876928587409509
JUMBO BAG RED RETROSPOT,0.2380103427573736,0.13385875149524712,0.011635079471394881,0.007439777532913442,0.015619661225385391,0.018110933860286792,0.05688361386889165,0.038282018165982756,0.34536685209698015,0.04061928417100863,0.15400330027210848,0.15969067580168933,0.26576505802115236,0.034968056654462884,0.08060200234015824,0.12183231882416967,0.12396084104644713,0.022872904505516132,0.22377027319276602,0.076880872910934,0.19499867284206693,0.2548359183814118,0.2088722524620497,0.1788492660883257,0.003938382930189194,0.007594935881022643,0.08243819103694382,0.08368334474528748,0.17352560524031857,0.2557678571679134,0.1123988645383287,0.7502533114457942,0.3770113279754217,0.6822413791859159,0.76132328521751,0.8954992342024429,0.7882984198618044,1.0000000000000002,0.900622491587483,0.4018869851255812,0.3446385317739064,0.4319519731214638,0.47964735404802217,0.057554763772541984,0.41014419924056694,0.23282371870365548,0.41607016446612,0.34518727271260485,0.18616196830166606,0.400191420030645,0.438340057908429,0.30070431802163794,0.3452243153605988,0.32068804631952846,0.2303932958115249,0.3276340673108624,0.03500028362502634,0.1515567000051238,0.09229325032588365,0.04678291281878242,0.238732432734137,0.03567902352744069,0.08645219048471808,0.10202871057476395,0.1964107108056954,0.17171291541646916,0.07147492921805704,0.26347822911471686,0.2607749089671555,0.23781779472452547,0.024909625084531196,0.07868575523576467,0.2211456713353659,0.09236999005866425,0.007518027294175656,0.037239188686884146,0.33052724732777833,0.07409219403878171,0.09142843906002318,0.0549376085855066,0.015286609313706397,0.0520010565437414,0.27374689397514923,0.017613770388636717,0.03667807447329845,0.14083826462611349,0.17140112381233769,0.030553092322759986,0.26493311429664096,0.1314863961004801,0.0271750886749362,0.2766947208421306,0.1636203911041193,0.03155225406653561,0.010488726118731877,0.09855402599052876,0.03325128227872092,0.0772201217063562,0.12329683653016042,0.28543322429763696
