CustomerID,Recency,Frequency,Monetary,Cluster,Segment,PCA1,PCA2
12481.0,23,10,5579.82,0,Regular,1.0155353006034789,-0.3721633616094911
12483.0,17,8,2484.98,0,Regular,0.6453122607828181,-0.6000704072861776
12484.0,33,6,4527.32,0,Regular,0.5525696759790942,-0.39756374706974035
12488.0,10,3,1298.66,0,Regular,0.14994713339652627,-0.8024614049815764
12489.0,336,1,334.93,1,High-Value,-1.3345542127157048,2.0699930810671527
12490.0,5,10,5417.93,0,Regular,1.0726887763133095,-0.5423422965070891
12491.0,39,1,460.40000000000003,0,Regular,-0.19485988843740157,-0.6120260264452335
12492.0,63,2,263.21000000000004,0,Regular,-0.21239068081344434,-0.386595053383771
12493.0,166,2,433.74,1,High-Value,-0.5925866005578946,0.5531711446547372
12494.0,16,7,1246.1000000000001,0,Regular,0.4742821111494522,-0.6820315988682436
12497.0,82,1,1043.1,0,Regular,-0.31761300522185737,-0.19666325981069213
12498.0,21,3,403.70000000000005,0,Regular,0.04512904436606368,-0.7432181387451996
12500.0,23,11,4257.82,0,Regular,1.010290921162009,-0.41456793546287063
12501.0,337,1,2169.39,1,High-Value,-1.2093618485584277,2.1616481685398106
12502.0,96,5,3723.87,0,Regular,0.1684697288783975,0.11924346621978442
12504.0,18,2,482.04999999999995,0,Regular,-0.02565763418799991,-0.7839632712424714
12506.0,233,1,73.5,1,High-Value,-0.9607504198276269,1.1261336578602608
12507.0,134,3,1304.81,0,Regular,-0.3217686495446883,0.31993996833874383
12508.0,26,2,397.88,0,Regular,-0.06203768221723201,-0.7153583195532867
12509.0,284,1,176.5,1,High-Value,-1.1476974233156934,1.5922906682538347
12510.0,143,2,982.5699999999999,0,Regular,-0.46641675461061916,0.36974896385304284
12512.0,66,2,132.18,0,Regular,-0.2330277080425324,-0.36534715973360227
12513.0,113,1,612.29,0,Regular,-0.46594481196965265,0.0644684843061005
12514.0,267,1,1017.68,1,High-Value,-1.023815283636919,1.4763293458812312
12515.0,353,1,383.7,1,High-Value,-1.3958546879739215,2.226028834007448
12516.0,78,2,1312.06,0,Regular,-0.1957498085621997,-0.20362449946817454
12517.0,28,5,2481.6,0,Regular,0.3400327814764501,-0.5520544901407358
12518.0,1,5,2056.89,0,Regular,0.41297346729639134,-0.8155127200723892
12519.0,64,1,330.84,0,Regular,-0.29916178317475184,-0.3916253447184487
12520.0,79,5,2634.26,0,Regular,0.1565778904161885,-0.08366129094780066
12521.0,143,1,599.68,1,High-Value,-0.5810609687462763,0.33538237535960275
12522.0,39,2,192.72,0,Regular,-0.1259640347962464,-0.6069545919429428
12523.0,19,11,1789.77,0,Regular,0.8519671789871809,-0.5619017397787628
12524.0,9,8,4485.72,0,Regular,0.8164663304745119,-0.5823722504938509
12526.0,1,3,1316.66,0,Regular,0.1854817259467526,-0.8830953810740966
12527.0,82,3,348.71000000000004,0,Regular,-0.19100435551896305,-0.1936815085016889
12528.0,9,6,1933.48,0,Regular,0.4615532713579264,-0.7315496852839323
12530.0,60,4,1662.28,0,Regular,0.07285391258444582,-0.3164930123674944
12531.0,15,1,125.22,0,Regular,-0.12704635636534364,-0.8443045503709565
12532.0,30,1,349.83000000000004,0,Regular,-0.16836639324607297,-0.698449507047095
12534.0,131,1,1089.18,0,Regular,-0.5009473530286876,0.24883186285651387
12535.0,92,2,716.35,0,Regular,-0.29094745129303806,-0.10375783985168192
12536.0,43,3,12601.830000000002,0,Regular,0.8191385216767646,0.00515000337124418
12538.0,29,1,363.95,0,Regular,-0.16356582160408706,-0.7068630743682571
12539.0,22,4,5568.35,0,Regular,0.49222101852023625,-0.48447960316658595
12540.0,20,17,13400.24,3,Occasional,2.1909280992119435,0.0727172380608847
12541.0,30,3,981.18,0,Regular,0.05146885996141131,-0.635769710251478
12544.0,36,1,372.7,0,Regular,-0.1896040483072612,-0.643123327588038
12545.0,75,2,1000.39,0,Regular,-0.20624363457091235,-0.24480716519802992
12546.0,47,2,1161.5,0,Regular,-0.08830018872847759,-0.49093532297048215
12547.0,198,2,207.79999999999998,1,High-Value,-0.7303195085375879,0.8325775713800889
12548.0,166,1,95.19999999999999,1,High-Value,-0.7041121037355746,0.5208016357676537
12550.0,79,1,964.83,0,Regular,-0.31169404346074236,-0.22733592824350915
12551.0,358,1,168.0,1,High-Value,-1.4300610402087097,2.2615628205369935
12552.0,39,2,437.82,0,Regular,-0.10872849802510348,-0.595917743881657
12553.0,8,10,3692.28,0,Regular,0.9399173890434221,-0.5929001093256577
12556.0,50,2,599.56,0,Regular,-0.13923899135557952,-0.4890912979375663
12557.0,16,5,11990.960000000001,0,Regular,1.0544268080490413,-0.23244088859213516
12558.0,8,1,269.96,0,Regular,-0.09021464725089769,-0.9011326455439674
12559.0,311,2,561.71,1,High-Value,-1.1356965403560078,1.8710952734899988
12560.0,5,3,2134.01,0,Regular,0.22772753850866537,-0.8100925644969414
12561.0,303,1,238.85,1,High-Value,-1.215658241581386,1.7670367095937902
12562.0,8,7,3781.7400000000002,0,Regular,0.6830505774910209,-0.6402469058540411
12564.0,261,1,456.9,1,High-Value,-1.0404036897122688,1.396781089960949
12565.0,289,1,145.92,1,High-Value,-1.1688860580185598,1.6361606046532509
12566.0,86,1,351.65,0,Regular,-0.38146665361588267,-0.1916016768315294
12567.0,23,10,9401.28,0,Regular,1.2842620013356363,-0.20008309481111838
12569.0,2,32,4124.69,3,Occasional,2.922993492936893,-0.250973730369438
12571.0,40,2,519.61,0,Regular,-0.10678463746912809,-0.5831853511930614
12572.0,9,2,1020.42,0,Regular,0.046469599201066254,-0.8411649967203395
12573.0,227,1,160.54000000000002,1,High-Value,-0.9317838465839974,1.07575672348654
12574.0,316,1,218.45,1,High-Value,-1.2665921919823653,1.8837601762812581
12576.0,36,5,1315.83,0,Regular,0.22759415910340655,-0.532153964657535
12577.0,35,3,626.6,0,Regular,0.00749640676058345,-0.6064894873235289
12578.0,21,2,2794.51,0,Regular,0.12553259988409515,-0.6526850721281202
12579.0,78,1,440.42,0,Regular,-0.34476313162032146,-0.25999949061340344
12580.0,247,1,415.7,1,High-Value,-0.9899938304367898,1.2682343858780611
12581.0,40,1,197.71,0,Regular,-0.21714000873382644,-0.6148055612154373
12582.0,239,2,511.36,1,High-Value,-0.8650865750316007,1.2172718881659492
12583.0,3,15,7281.38,3,Occasional,1.6499387996034116,-0.39090466428554344
12584.0,4,9,2338.15,0,Regular,0.7722057517635953,-0.7071991779954016
12585.0,234,2,2040.1,1,High-Value,-0.7385466887210006,1.2408640663789192
12586.0,17,1,196.94000000000003,0,Regular,-0.12961826972012966,-0.8229762189428056
12587.0,8,1,144.0,0,Regular,-0.09907220829411743,-0.9068046218058995
12588.0,39,1,214.89999999999998,0,Regular,-0.2121235533795296,-0.6230808864984594
12589.0,29,2,646.68,0,Regular,-0.055964901483108294,-0.6770066886566137
12590.0,211,2,9864.26,1,High-Value,-0.10077252724047692,1.3850498488808327
12591.0,317,1,452.84999999999997,1,High-Value,-1.253916730991285,1.9033645941947939
12592.0,92,2,437.6,0,Regular,-0.31054927044830566,-0.11630994673492719
12593.0,109,3,418.09999999999997,0,Regular,-0.2889312956250018,0.05377666898958892
12594.0,38,10,3338.2200000000003,0,Regular,0.8007903223096106,-0.3373617048920089
12596.0,51,2,618.27,0,Regular,-0.1417309433639603,-0.47919939637792175
12597.0,19,4,3811.22,0,Regular,0.38008182743108193,-0.5907513035707217
12598.0,10,8,3023.08,0,Regular,0.7098052132440481,-0.6391855095853107
12599.0,29,7,1032.58,0,Regular,0.40976787979684837,-0.5740043218894474
12600.0,29,10,2599.04,0,Regular,0.7830796935935213,-0.452091481127509
12601.0,190,5,577.0600000000001,1,High-Value,-0.41073413284974647,0.8281853951721824
12602.0,59,1,153.12,0,Regular,-0.2926208935123955,-0.444875025920663
12603.0,22,1,739.1999999999999,0,Regular,-0.1105245507551811,-0.7533113088859967
12604.0,79,2,254.18,0,Regular,-0.27394802957280295,-0.2422114239154646
12607.0,60,1,1579.51,0,Regular,-0.19612418618988098,-0.37159532232547887
12609.0,78,3,1126.85,0,Regular,-0.1210546292681838,-0.19483944252763713
12610.0,23,5,2099.54,0,Regular,0.33220439499104903,-0.6145055974255414
12611.0,52,1,1193.32,0,Regular,-0.19282005442207187,-0.46138057533700727
12612.0,74,1,704.0400000000001,0,Regular,-0.31099467170772443,-0.28432624987188027
12613.0,57,5,3344.38,0,Regular,0.29028207090273545,-0.250771195662808
12614.0,278,1,315.6,1,High-Value,-1.1150699686183483,1.5442579946311157
12615.0,2,4,2291.19,0,Regular,0.3379226705803159,-0.8130378646654328
12616.0,95,2,713.3,0,Regular,-0.30258487021543146,-0.07674700938028373
12617.0,29,1,352.98,0,Regular,-0.16433723669335445,-0.7073570532472139
12618.0,22,1,177.31,0,Regular,-0.15003689574227816,-0.7786132042640296
12619.0,16,9,3641.24,0,Regular,0.8181478311116249,-0.5399283739126299
12620.0,15,3,1339.41,0,Regular,0.13377445478458427,-0.7553794801194449
12621.0,2,20,13689.67,3,Occasional,2.542976267237532,-0.025763587804934766
12622.0,232,1,180.1,1,High-Value,-0.9494466150538772,1.1218844630756457
12623.0,276,1,305.1,1,High-Value,-1.108193038694287,1.5256863985693943
12624.0,106,2,641.13,0,Regular,-0.3495440147337412,0.01954647397704504
12625.0,212,2,2683.82,1,High-Value,-0.6095117846179864,1.070764171001858
12626.0,23,9,6620.48,0,Regular,1.0009957309825523,-0.3424275222871689
12627.0,11,7,4478.53,0,Regular,0.7206262065242238,-0.5817222942842739
12628.0,4,3,786.46,0,Regular,0.13677489368732132,-0.8798221044807352
12630.0,10,2,1270.88,0,Regular,0.06027440625719943,-0.8208373973304095
12631.0,57,1,640.5,0,Regular,-0.2507328291631338,-0.44102709561456327
12633.0,59,4,2163.98,0,Regular,0.11194131824876491,-0.30295086211329264
12635.0,90,2,1689.18,0,Regular,-0.21492233543193906,-0.07805010582729911
12637.0,67,8,6002.9,0,Regular,0.7023115386523753,0.01081099126081877
12638.0,33,1,671.69,0,Regular,-0.15715600208151398,-0.6568079858225659
12639.0,239,1,486.1,1,High-Value,-0.9545820946937212,1.1990093713663388
12640.0,24,3,1174.58,0,Regular,0.08791471386998863,-0.6813572559683305
12641.0,115,1,185.9,0,Regular,-0.5035440334479556,0.06336693247106492
12642.0,25,3,1013.26,0,Regular,0.07276297530547224,-0.6795721016811189
12643.0,128,6,3344.64,0,Regular,0.10767662823733416,0.40887230684249215
12644.0,130,1,477.91,0,Regular,-0.5401244735176893,0.21225699643683058
12645.0,34,4,1775.18,0,Regular,0.17979191620647575,-0.5466932841952308
12646.0,5,2,1346.97,0,Regular,0.08466332361390004,-0.8626580193468428
12647.0,22,12,3722.82,0,Regular,1.0641963653400075,-0.43058330581078447
12648.0,155,1,318.05,1,High-Value,-0.6465570772071638,0.43129326977415416
12649.0,107,3,623.51,0,Regular,-0.266871482207438,0.04492749587732578
12650.0,3,1,314.44,0,Regular,-0.06804855860629754,-0.9443766652234657
12651.0,335,1,114.0,1,High-Value,-1.3462824575488601,2.050995216982199
12652.0,331,1,919.98,1,High-Value,-1.2743750105975153,2.051090917595281
12653.0,149,2,2209.85,1,High-Value,-0.4029597836312842,0.4793097013434877
12654.0,11,5,601.98,0,Regular,0.2725871021143202,-0.790533381689783
12656.0,17,5,4051.17,0,Regular,0.49228973407762144,-0.5809200816703645
12657.0,11,4,1643.18,0,Regular,0.2580855055242236,-0.7607732261783416
12658.0,19,1,686.05,0,Regular,-0.1028391398561995,-0.7828528242249765
12659.0,30,1,91.68,0,Regular,-0.186519611595606,-0.7100739963454259
12660.0,11,1,245.1,0,Regular,-0.10338575469625569,-0.8751039189331022
12662.0,1,11,3849.78,0,Regular,1.065365612476703,-0.6320285624471855
12664.0,8,9,4881.88,0,Regular,0.9358513438888115,-0.5564575048044457
12665.0,325,1,63.0,1,High-Value,-1.3117923272873595,1.9582047816433676
12667.0,58,1,620.13,0,Regular,-0.25597290347676244,-0.4328949656674648
12668.0,12,4,3807.15,0,Regular,0.4064491537347822,-0.6542803100452418
12669.0,151,3,2744.0299999999997,1,High-Value,-0.28529208643719467,0.53858765676176
12670.0,10,5,2996.05,0,Regular,0.4447467750965002,-0.6917778484664447
12672.0,330,1,225.89999999999998,1,High-Value,-1.3193753656847151,2.0107871185442017
12673.0,5,2,610.52,0,Regular,0.03287584480888905,-0.8958203480075279
12674.0,39,4,1970.6,0,Regular,0.1744956981102117,-0.4926465723496679
12676.0,25,6,1331.39,0,Regular,0.35829168988745386,-0.6138715356655897
12678.0,42,12,17628.46,3,Occasional,1.965893970160209,0.3765751959263924
12679.0,59,4,1113.02,0,Regular,0.03803736180241505,-0.35027556973666635
12680.0,1,4,862.81,0,Regular,0.24128602560715023,-0.8864071779205189
12681.0,15,22,13787.54,3,Occasional,2.6757975651214014,0.1305356936166058
12682.0,4,31,12279.82,3,Occasional,3.401131200475121,0.11722533097108177
12683.0,4,15,8476.57,3,Occasional,1.7301774240965169,-0.3280358920317273
12684.0,8,7,2283.63,0,Regular,0.5777028419046607,-0.707706768967435
12685.0,28,6,2863.08,0,Regular,0.4545778438093846,-0.5177513939188846
12686.0,372,1,89.14,1,High-Value,-1.4889135700053775,2.384703225239066
12688.0,114,1,4873.8099999999995,0,Regular,-0.17008055113440707,0.26541403467400243
12689.0,26,2,1247.61,0,Regular,-0.002284305389230132,-0.6770949947751701
12690.0,206,1,389.01,1,High-Value,-0.8357571471911396,0.8960075196133276
12691.0,28,6,1035.8,0,Regular,0.3260827331150802,-0.6000337754995712
12693.0,127,4,855.91,0,Regular,-0.2389627333248756,0.2535053354360503
12694.0,70,2,869.67,0,Regular,-0.19639768481780237,-0.29594043734728454
12695.0,7,4,582.1,0,Regular,0.19870049517679203,-0.8447511997443878
12697.0,29,3,957.59,0,Regular,0.05361764828377343,-0.6458813581127915
12700.0,8,4,4939.99,0,Regular,0.501341535606632,-0.6394661102183216
12701.0,80,2,797.71,0,Regular,-0.23953441484013432,-0.20868688833083437
12702.0,20,1,219.0,0,Regular,-0.13948994270893106,-0.7948346856773686
12703.0,71,1,283.55,0,Regular,-0.3291407666329437,-0.33040907800903513
12704.0,7,8,2340.84,0,Regular,0.6732527464304295,-0.6970549349482573
12705.0,15,9,6868.29,0,Regular,1.0488830137618042,-0.40366376807366594
12707.0,292,1,603.42,1,High-Value,-1.1481374040729408,1.6839099923446619
12708.0,30,10,2712.91,0,Regular,0.7872794334625045,-0.43791452668531883
12709.0,15,15,9706.52,3,Occasional,1.7747839145861248,-0.17310797131184663
12710.0,97,3,1149.02,0,Regular,-0.19184092230933347,-0.02190270577806295
12712.0,29,13,4396.13,0,Regular,1.1726095075759497,-0.31979337611271735
12713.0,1,1,848.55,0,Regular,-0.02287442068169712,-0.9384244839589657
12714.0,9,5,4708.86,0,Regular,0.5689999536653435,-0.6236994393158585
12715.0,106,1,343.36,0,Regular,-0.45820255408376115,-0.010987162631545455
12716.0,4,2,1053.49,0,Regular,0.06783333176831535,-0.8849228084699287
12717.0,151,2,1030.98,1,High-Value,-0.4934737203668275,0.44432399027076824
12718.0,71,1,238.25,0,Regular,-0.33232628199701053,-0.33244893609624954
12719.0,5,2,644.95,0,Regular,0.035296977126434745,-0.8942699658012853
12720.0,3,25,5781.73,3,Occasional,2.4216750272028493,-0.28718327848196373
12721.0,32,6,2656.13,0,Regular,0.4247944425211069,-0.49087278570229653
12722.0,85,4,997.63,0,Regular,-0.06907573968399734,-0.12018742255875682
12723.0,4,5,725.07,0,Regular,0.3078963739741956,-0.8483363759265509
12724.0,5,4,1031.41,0,Regular,0.23791146085254333,-0.8426175607711857
12725.0,371,1,427.8,1,High-Value,-1.4612912068346005,2.39090368757849
12726.0,28,7,2609.1,0,Regular,0.5244370873067807,-0.5120630486926459
12727.0,11,7,3980.7,0,Regular,0.6856185881203964,-0.6041395691531025
12728.0,71,4,836.33,0,Regular,-0.027111363746805974,-0.2541422272216548
12729.0,114,1,453.01,0,Regular,-0.48095309686214494,0.06634549975220665
12731.0,24,12,18895.91,3,Occasional,2.1235592456597803,0.2707594124278896
12732.0,180,1,236.26000000000002,1,High-Value,-0.7474997651246141,0.6538450336383834
12733.0,234,1,383.95,1,High-Value,-0.9427270903279976,1.1491626057414046
12734.0,353,1,110.39999999999999,1,High-Value,-1.4150732607995165,2.213722140514386
12735.0,315,2,779.5699999999999,1,High-Value,-1.135607120853795,1.9171030674467535
12736.0,333,1,234.0,1,High-Value,-1.3302287118408977,2.03830003329093
12738.0,372,1,155.35,1,High-Value,-1.4842576545030628,2.387684660204948
12739.0,78,2,1013.04,0,Regular,-0.21677702278213912,-0.21708936404298348
12740.0,64,1,427.6,0,Regular,-0.29235757861344713,-0.3872682438681426
12743.0,134,2,540.13,0,Regular,-0.46326049968138444,0.2683813838382932
12744.0,52,7,21279.29,3,Occasional,1.7459492959702305,0.545840606086424
12747.0,2,11,4196.01,0,Regular,1.0859050068709528,-0.6073884418870011
12748.0,1,209,33053.19,2,At-Risk,20.48736856860238,4.073762184111823
12749.0,4,5,4090.88,0,Regular,0.5445815719329085,-0.6967740194469251
12750.0,129,1,275.88,0,Regular,-0.5505236622717969,0.1941101989710461
12752.0,81,1,4366.78,0,Regular,-0.08008275966594357,-0.056047407018802696
12753.0,23,6,21429.39,0,Regular,1.7792069354481008,0.2730422180905796
12754.0,236,3,3010.74,1,High-Value,-0.5901869377564785,1.319795806802613
12755.0,281,2,3811.95,1,High-Value,-0.7929088580128585,1.745971796098923
12756.0,87,1,112.07999999999998,0,Regular,-0.40212096562936667,-0.19334011846759644
12757.0,16,13,7834.650000000001,3,Occasional,1.4639071174962233,-0.2825989680745955
12758.0,117,2,2791.59,0,Regular,-0.24020686756031134,0.21592494144883975
12759.0,52,3,1531.44,0,Regular,0.00639513984048289,-0.4119049195328666
12762.0,8,2,1898.52,0,Regular,0.11202561376239958,-0.8106735620505197
12763.0,138,2,494.08,0,Regular,-0.48172934419089064,0.3025053158127795
12764.0,317,1,1693.88,1,High-Value,-1.1666469708970726,1.9592481500882966
12766.0,4,7,6989.63,0,Regular,0.9238613623696438,-0.5319932463389485
12769.0,239,1,1143.6,1,High-Value,-0.9083464136369017,1.22861658311785
12770.0,211,1,1351.45,1,High-Value,-0.7871161910148535,0.9845931266035965
12772.0,60,1,892.47,0,Regular,-0.24443713267395287,-0.4025327196817652
12775.0,17,5,1386.04,0,Regular,0.3048766532335737,-0.7009308318685471
12778.0,20,6,822.23,0,Regular,0.3415255770715253,-0.6820459533893567
12779.0,38,8,3981.36,0,Regular,0.6705777506992455,-0.3426512426683353
12781.0,64,2,826.74,0,Regular,-0.1765706575315188,-0.35216991820213667
12782.0,5,5,2330.92,0,Regular,0.41701278520919205,-0.7669755921474486
12783.0,2,6,2225.91,0,Regular,0.5087706044043596,-0.7817273027328658
12784.0,9,2,532.8199999999999,0,Regular,0.012181358770183821,-0.8631216148953005
12785.0,364,1,311.95,1,High-Value,-1.4427842979126968,2.3223412299563138
12787.0,10,3,463.66,0,Regular,0.09122957646505207,-0.8400614381564994
12789.0,65,1,91.85,0,Regular,-0.3197753093403074,-0.39333766896620254
